"","signature","repository","script","text-height","text-width","text-src","illustrations","date_min","date_max","leaf-height","leaf-width","leaf-src","number-lines","material","physical-type","country","region","columns"
"893","Palma de Mallorca, Societat Arqueològica Lulliana,","Palma de Mallorca, Societat Arqueològica Lulliana",NA,NA,NA,NA,0,1400,1425,"220","146","current",NA,NA,"codex",NA,NA,NA
"894","Exeter, Cathedral Library, C 3529","Exeter, Cathedral Library",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"895","Paris, Bibliothèque Nationale de France, fr. 776","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,0,1280,1290,"315","225","current",36,"parchment","codex","France","Arras",2
"896","Kopenhagen, Arnamagnaenska Institut, Add. 24, 2o","Kopenhagen, Arnamagnaenska Institut",NA,NA,NA,NA,0,1340,1360,NA,NA,NA,34,"parchment","fragment",NA,NA,2
"897","Viterbo, Archivio di Stato, cartella 13, no. 131","Viterbo, Archivio di Stato","textualis",NA,NA,NA,0,1300,1325,NA,NA,NA,NA,"parchment","fragment","Italy","Genoa",2
"898","Bologna, Archivio di Stato, busta 1 bis, no. 13 [Bartolomeo Folchi, 1611-1613]","Bologna, Archivio di Stato",NA,NA,NA,NA,0,1275,1300,NA,NA,NA,NA,NA,"fragment","Italy","Genoa",NA
"899","Munich, Staatsbibliothek, cgm. 194 / II","Munich, Staatsbibliothek",NA,NA,NA,NA,0,1300,1325,NA,NA,NA,NA,"parchment","fragment",NA,NA,NA
"900","Ghent, Centrale Bibliotheek van de Rijksuniversiteit, 6","Ghent, Centrale Bibliotheek van de Rijksuniversiteit",NA,NA,NA,NA,0,1500,1600,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"901","Nürnberg, Germanisches Nationalmuseum, 34017","Nürnberg, Germanisches Nationalmuseum",NA,200,125,"original",0,1290,1310,"215","160","original",38,NA,"fragment",NA,NA,2
"902","Tübingen, Universitätsbibliothek, Cod. Md 20","Tübingen, Universitätsbibliothek","cursive",170,155,"original",0,1275,1300,"215","165","original",40,"parchment","fragment",NA,NA,1
"903","Heidelberg, Universitätsbibliothek, Cpg 92","Heidelberg, Universitätsbibliothek",NA,NA,NA,NA,0,1525,1550,"295","205","current",NA,"paper","codex",NA,NA,NA
"904","Paris, Bibliothèque Nationale de France, fr. 24403","Paris, Bibliothèque Nationale de France","textualis",179,161,"original",20,1275,1300,"265","190","current",30,"parchment","codex","France","Arras",2
"905","Hamburg, Antiquariat Günther, (ex-Donaueschingen 71)","Hamburg, Antiquariat Günther","cursive",185,152,"original",31,1420,1430,"270","205","current",28,"paper","codex","Germany","Hagenau, Elzas",1
"906","Reykjavik, Árni Magnússon-institutet, AM 343 a, 4o","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,"parchment","codex",NA,NA,NA
"907","Vienna, Österreichische Nationalbibliothek, cod. s.n. 4001","Vienna, Österreichische Nationalbibliothek",NA,175,135,"original",0,1300,1350,"234","160","current",32,"parchment","fragment",NA,NA,2
"908","Karlsruhe, Landesbibliothek, St. Peter perg. 29","Karlsruhe, Landesbibliothek","cursive",NA,NA,NA,0,1431,1431,"300","230","current",55,"parchment","codex","Germany","South-Germany",3
"909","Paris, Bibliothèque Nationale de France, fr. 750","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,68,1278,1278,"340","235","current",50,"parchment","codex","Italy","South-Italy",2
"910","Munich, Staatsbibliothek, cgm. 5249 / 9b","Munich, Staatsbibliothek",NA,182,122,"original",0,1373,1373,"222","147","current",36,"paper","fragment",NA,NA,2
"911","Brussels, Koninklijke Bibliotheek, 9246","Brussels, Koninklijke Bibliotheek",NA,NA,NA,NA,50,1480,1482,NA,NA,NA,NA,"parchment","codex","Italy","Savoy",2
"912","Paris, Bibliothèque de l' Arsenal, 3483-94 [3485]","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"913","Rome, Biblioteca Casanatense, cod. 1409","Rome, Biblioteca Casanatense","textualis",305,197,"original",0,1325,1350,"390","270","current",NA,"parchment","codex","Germany","Alsace",2
"914","Ljubljana, National- und Universitätsbibliothek, 1553","Ljubljana, National- und Universitätsbibliothek",NA,225,160,"original",0,1275,1300,"270","200","original",38,NA,"fragment",NA,NA,2
"915","Berlin, Staatsbibliothek, germ. fol. 734, 2","Berlin, Staatsbibliothek","textualis",195,135,"original",0,NA,NA,"240","170","current",40,"parchment","fragment",NA,NA,2
"916","Paris, Bibliothèque Nationale de France, fr. 795","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1200,1300,NA,NA,NA,NA,"parchment","fragment","France","North-France",NA
"917","Chantilly, Musée Condé, 645 - 647 (ex 315-317) [647 (ex 317)]","Chantilly, Musée Condé",NA,NA,NA,NA,0,1470,1490,"405","280","current",NA,NA,"codex","France","Ahun",NA
"918","London, British Library, Add. 4863","London, British Library",NA,NA,NA,NA,0,1700,1800,NA,NA,NA,2,"paper","codex",NA,NA,1
"919","Mengeringhausen, Stadtarchiv, -","Mengeringhausen, Stadtarchiv",NA,210,140,"original",0,1250,1300,"110","121","current",41,"parchment","fragment",NA,NA,2
"920","Amberg, Private Collection,","Amberg, Private Collection","textualis",245,175,NA,0,1300,1325,"343","260","current",39,"parchment","fragment",NA,NA,2
"921","London, British Library, Royal 19 C XII","London, British Library",NA,NA,NA,NA,0,1300,1350,NA,NA,NA,52,"parchment","codex",NA,NA,2
"922","Reykjavik, Landsbókasafn Íslands, Lbs 479, 8o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"923","Zürich, Zentralbibliothek, Z XIV 12","Zürich, Zentralbibliothek","textualis",178,120,"original",0,1300,1320,"255","176","current",36,"parchment","fragment",NA,NA,2
"924","Hannover, Hauptstaatsarchiv, Best. Hann. 75, 1862","Hannover, Hauptstaatsarchiv","textualis",240,20,"original",0,1200,1250,"270","46","original",48,NA,"fragment",NA,NA,2
"925","Paris, Bibliothèque Nationale de France, fr. 16998","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,39,1295,1305,"385","260","current",NA,"parchment","codex","Italy","Genoa",2
"926","Modena, Biblioteca Estenze, E 39","Modena, Biblioteca Estenze","textualis",NA,NA,NA,15,1230,1260,"313","220","current",38,"parchment","codex","Italy","North-Italy",2
"927","Cervera, Arxiu Municipal,","Cervera, Arxiu Municipal",NA,NA,NA,NA,0,1375,1400,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"928","Paris, Bibliothèque Nationale de France, fr. 104","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1200,1300,"400","250","current",NA,"parchment","codex",NA,NA,2
"929","Pistoia, Archivio Capitolare, C 57","Pistoia, Archivio Capitolare",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"930","Reykjavik, Árni Magnússon-institutet, AM 120, 8o","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1600,1700,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"931","London, British Library, Add. 36614","London, British Library","textualis",232,152,"original",0,1275,1300,"310","220","current",30,"parchment","codex","France","Champagne",2
"932","Aberystwyth, National Library of Wales, Peniarth 7","Aberystwyth, National Library of Wales",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","Paris, Bibliothèque de l' Arsenal, 3483-94 [3489]","Paris, Bibliothèque de l' Arsenal",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"934","Brussels, Koninklijke Bibliotheek, IV 818","Brussels, Koninklijke Bibliotheek","textualis",170,115,"original",0,1325,1350,"212","142","current",40,"parchment","fragment","Southern Netherlands","Brabant",2
"935","Munich, Staatsbibliothek, cgm. 194 / IV","Munich, Staatsbibliothek",NA,238,155,"original",0,1275,1300,"310","195","original",48,"parchment","fragment",NA,NA,2
"936","Bern, Bürgerbibliothek, 113","Bern, Bürgerbibliothek",NA,NA,NA,NA,0,1200,1300,"350","245","current",59,NA,"codex",NA,NA,3
"937","Berlin, Staatsbibliothek, germ. fol. 734, 3","Berlin, Staatsbibliothek",NA,156,113,"original",0,1290,1310,"190","135","original",44,"parchment","fragment",NA,NA,2
"938","Linz, Landesarchiv, Pa I/3 b","Linz, Landesarchiv",NA,407,249,"original",0,1350,1400,"545","375","current",38,"parchment","fragment",NA,NA,2
"939","Sarnen, Benediktinerstift, Fragm. I.8","Sarnen, Benediktinerstift","textualis",280,185,"original",0,1300,1325,"320","220","current",56,"parchment","fragment",NA,NA,2
"940","Pürglitz / Krivoklát, Nationalni Knihovna, - (ex Prague I b 18)","Pürglitz / Krivoklát, Nationalni Knihovna",NA,NA,NA,NA,0,1481,1481,NA,NA,NA,33,"paper","codex",NA,NA,1
"941","London, British Library, Royal 20 D II","London, British Library","textualis",255,155,"original",60,1287,1291,"333","229","current",48,"parchment","codex","France","Paris",2
"942","Marburg, Hessisches Staatsarchiv, SA H1 Nr.9 / Bestand 147 Hr. 1,1","Marburg, Hessisches Staatsarchiv","textualis",290,195,"original",0,1340,1360,"390","270","original",52,"parchment","fragment","Southern Netherlands","West Flanders",2
"943","Cambridge, Fitzwilliam Museum, McClean 179","Cambridge, Fitzwilliam Museum","textualis",226,154,"original",9,1275,1300,"312","228","current",41,"parchment","codex","France","North-France",2
"944","Paris, Bibliothèque Nationale de France, fr. 106 - 109 [109]","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1450,1500,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"945","Paris, Bibliothèque Nationale de France, fr. 20047","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,0,1275,1300,"150","120","current",32,"parchment","codex",NA,NA,1
"946","Naumburg, Domstiftsbibliothek, Fragm. 64","Naumburg, Domstiftsbibliothek","textualis",225,145,"original",0,1220,1220,"250","175","original",NA,"parchment","fragment",NA,NA,2
"947","Heidelberg, Universitätsbibliothek, Cpg 374","Heidelberg, Universitätsbibliothek",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","Paris, Bibliothèque Nationale de France, fr. 113 - 116 [fr. 116]","Paris, Bibliothèque Nationale de France","cursive",NA,NA,NA,0,1460,1480,"503","362","current",50,"parchment","codex","France","Central France",2
"949","Gotha, Herzogliche Bibliothek, Membr. I 130","Gotha, Herzogliche Bibliothek",NA,330,245,"original",0,1390,1410,"440","340","current",36,"parchment","fragment",NA,NA,2
"950","Berlin, Staatsbibliothek, Hdschr. 402","Berlin, Staatsbibliothek",NA,NA,NA,NA,0,1290,1310,"30","80","current",40,"paper","fragment","Germany","Rheinfranken",2
"951","Leiden, Universiteitsbibliotheek, Ltk. 191","Leiden, Universiteitsbibliotheek","textualis",223,135,"original",1,1330,1350,"247","165","current",44,"parchment","codex",NA,NA,2
"952","Reykjavik, Landsbókasafn Íslands, Lbs 2498","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1902,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","Paris, Bibliothèque Nationale de France, fr. 1374","Paris, Bibliothèque Nationale de France","textualis",198,150,"original",0,1240,1260,"255","175","current",40,"parchment","codex","France","South-France",2
"954","Bologna, Archivio di Stato,","Bologna, Archivio di Stato",NA,NA,NA,NA,0,1340,1360,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"955","Modena, Archivio di Stato, frammenti b 11, n. 11","Modena, Archivio di Stato",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"956","Kopenhagen, Kongelige Bibliotek, Ny kgl. saml. 1745 4o","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1750,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","Paris, Bibliothèque Nationale de France, fr. 95","Paris, Bibliothèque Nationale de France","textualis",319,223,"original",163,1280,1295,"470","320","current",40,"parchment","codex","Southern Netherlands","Thérouanne",2
"958","Vienna, Österreichische Nationalbibliothek, 2970","Vienna, Österreichische Nationalbibliothek",NA,NA,NA,NA,0,1450,1500,NA,NA,NA,30,"paper","codex",NA,NA,1
"959","Reykjavik, Landsbókasafn Íslands, ÍB 185, 8o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1700,1800,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"960","Leiden, Universiteitsbibliotheek, ltk. 1107","Leiden, Universiteitsbibliotheek","textualis",275,190,"original",0,1325,1350,"312","220","current",55,"parchment","fragment","Southern Netherlands","Brabant",3
"961","Amsterdam, Bibliotheca Philosophica Hermetica, BPH 1 (3 vols) [vol. 3]","Amsterdam, Bibliotheca Philosophica Hermetica","textualis",NA,NA,NA,108,1300,1325,NA,NA,NA,NA,"parchment","codex",NA,NA,2
"962","Munich, Staatsbibliothek, cgm. 5249 / 3c","Munich, Staatsbibliothek","textualis",180,125,"original",0,1230,1235,"215","155","original",40,"parchment","fragment",NA,NA,2
"963","Bologna, Biblioteca Comunale, Mss Casini","Bologna, Biblioteca Comunale",NA,NA,NA,NA,0,1290,1310,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"964","Paris, Bibliothèque Nationale de France, fr. 1420","Paris, Bibliothèque Nationale de France",NA,245,170,"original",0,1240,1260,"295","190","current",40,"parchment","codex","France","Ile-de-France",3
"965","Kopenhagen, Kongelige Bibliotek, 1691","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1750,1800,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"966","Venice, Biblioteca Marciana, fr. App. XXIX","Venice, Biblioteca Marciana","textualis",NA,NA,NA,0,1300,1400,"322","215","current",42,"parchment","codex",NA,NA,2
"967","Weimar, Herzogin Anna Amalia Bibliothek, Fol. 439a (12)","Weimar, Herzogin Anna Amalia Bibliothek","textualis",245,210,"original",0,1290,1310,"340","240","original",34,"parchment","fragment",NA,NA,3
"968","Kopenhagen, Kongelige Bibliotek, Ny kgl. Saml. 485a","Kopenhagen, Kongelige Bibliotek",NA,NA,NA,NA,0,1620,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","Paris, Bibliothèque Nationale de France, fr. 105","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,0,1320,1340,"430","315","current",50,"parchment","codex","France","Paris",3
"970","Paris, Bibliothèque Nationale de France, fr. 1426","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1455,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","Aberystwyth, National Library of Wales, Porkington MS 10","Aberystwyth, National Library of Wales","cursive",NA,NA,NA,0,1460,1470,"142","105","current",34,"paper","codex","England","Shropshire",1
"972","London, British Library, Royal 14 E III","London, British Library","textualis",NA,NA,NA,116,1310,1320,NA,NA,NA,51,"parchment","codex","France","St. Omer",3
"973","Reykjavik, Árni Magnússon-institutet, AM 588 i, 4o","Reykjavik, Árni Magnússon-institutet",NA,NA,NA,NA,0,1675,1700,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"974","Paris, Bibliothèque Nationale de France, fr. 345 - 348 [348]","Paris, Bibliothèque Nationale de France","hybrida",NA,NA,NA,5,1425,1475,NA,NA,NA,30,NA,"codex",NA,NA,2
"975","Cambridge, University Library, Dd.15.12","Cambridge, University Library",NA,NA,NA,NA,0,1275,1300,"135","120","current",29,"parchment","fragment",NA,NA,1
"976","Lyon, Bibliothèque Municipale, 743","Lyon, Bibliothèque Municipale","textualis",135,80,"original",0,1300,1325,"159","100","current",29,"parchment","codex",NA,NA,2
"977","Paris, Bibliothèque Nationale de France, fr. 113 - 116 [fr. 114]","Paris, Bibliothèque Nationale de France","cursive",NA,NA,NA,0,1460,1480,"503","362","current",50,"parchment","codex","France","Central France",2
"978","Grenoble, Bibliothèque Municipale, 866 [526?]","Grenoble, Bibliothèque Municipale",NA,NA,NA,NA,0,1300,1400,"271","191","current",NA,"parchment","fragment",NA,NA,2
"979","Seitenstetten, Benediktinerstift, frm.","Seitenstetten, Benediktinerstift",NA,165,130,"original",0,1275,1300,"213","150","current",32,"parchment","fragment",NA,NA,2
"980","Brussels, Koninklijke Bibliotheek, II 115, 3","Brussels, Koninklijke Bibliotheek","textualis",280,170,"original",0,1310,1320,"328","220","current",66,"parchment","fragment","Southern Netherlands","Antwerp",3
"981","Munich, Staatsbibliothek, cgm. 7","Munich, Staatsbibliothek",NA,295,195,"original",0,1300,1350,"370","265","current",62,"parchment","fragment",NA,NA,2
"982","Berlin, Staatsbibliothek, germ. fol. 724","Berlin, Staatsbibliothek",NA,260,195,"original",0,1290,1310,"300","205","original",60,NA,"fragment",NA,NA,3
"983","Namen, Archives de l'État, 62","Namen, Archives de l'État",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"984","Paris, Bibliothèque Nationale de France, fr. 375","Paris, Bibliothèque Nationale de France","textualis",290,250,"original",0,1289,1317,"395","305","current",60,"parchment","codex","France","Arras",3
"985","Kalocsa, Kathedralbibliothek, Ms. 312/a","Kalocsa, Kathedralbibliothek","textualis",178,120,"original",0,1300,1320,"255","176","current",36,"parchment","fragment",NA,NA,2
"986","Vienna, Österreichische Nationalbibliothek, ser. nova 316","Vienna, Österreichische Nationalbibliothek",NA,NA,NA,NA,0,1275,1300,"180","160","original",22,NA,"fragment",NA,NA,2
"987","Turin, Biblioteca Nazionale, R. 1688 (L.V.30)","Turin, Biblioteca Nazionale",NA,NA,NA,NA,0,1403,1403,"200","160","current",NA,"paper","codex","Italy","North-Italy",NA
"988","Oxford, Bodleian Library, Michael 569*","Oxford, Bodleian Library",NA,243,150,"original",0,1375,1400,"0","200","current",43,"parchment","fragment",NA,NA,2
"989","Dresden, Sächsische Landesbibliothek, MS 65","Dresden, Sächsische Landesbibliothek","cursive",NA,NA,NA,0,1415,1415,"290","215","current",NA,"paper","codex","Germany","Bayern",2
"990","London, British Library, Cotton Galba E. ix","London, British Library","cursive - textualis",260,170,"original",1,1400,1425,"334","220","current",47,"parchment","codex","England","North-England",2
"991","Prague, Nationalni Knihovna, I E 35","Prague, Nationalni Knihovna","textualis",150,95,"original",0,1275,1300,"160","110","current",36,"parchment","fragment","France","North-East France",2
"992","Reykjavik, Landsbókasafn Íslands, JS 383, 8o","Reykjavik, Landsbókasafn Íslands",NA,NA,NA,NA,0,1800,1900,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"993","Darmstadt, Hessische Landes- und Hochschulbibliothek, 3252","Darmstadt, Hessische Landes- und Hochschulbibliothek",NA,220,160,"original",0,1300,1350,"285","210","current",40,"parchment","fragment",NA,NA,2
"994","Poitiers, Arch. départ. de la Vienne, pièce 13","Poitiers, Arch. départ. de la Vienne",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","Heidelberg, Universitätsbibliothek, Cpg 339 (vol. 1)","Heidelberg, Universitätsbibliothek","cursive",190,90,"original",37,1444,1447,"282","205","current",23,"paper","codex","Germany","Hagenau, Alsace",1
"996","Paris, Bibliothèque Nationale de France, fr. 1453","Paris, Bibliothèque Nationale de France","textualis",195,140,"original",52,1300,1325,"275","195","current",36,"parchment","codex","France","Paris",2
"997","Frankfurt am Main, Stadt- und Universitätsbibliothek, Fragm. germ. II 5","Frankfurt am Main, Stadt- und Universitätsbibliothek",NA,160,24,"original",0,1275,1300,"87","24","original",37,NA,"fragment",NA,NA,2
"998","New Haven, Beinecke Library, 327","New Haven, Beinecke Library","cursive",NA,NA,NA,0,1375,1400,NA,NA,NA,NA,"paper","codex",NA,NA,2
"999","Strassburg, National- und Universitätsbibliothek, 2280","Strassburg, National- und Universitätsbibliothek",NA,155,110,"original",0,1290,1310,"183","62","original",41,NA,"fragment",NA,NA,2
"1000","Chantilly, Musée Condé, 648","Chantilly, Musée Condé",NA,NA,NA,NA,0,1440,1443,"430","320","current",NA,"parchment","codex","France","Paris",NA
"1001","London, British Library, 14967","London, British Library",NA,NA,NA,NA,0,1475,1500,NA,NA,NA,34,"paper","codex",NA,NA,1
"1002","Modena, Archivio di Stato, F. 6 Miscellanea","Modena, Archivio di Stato",NA,NA,NA,NA,0,1250,1300,"300","190","current",NA,"parchment","fragment",NA,NA,2
"1003","Cologne, Stadthistorisches Archiv, W*87","Cologne, Stadthistorisches Archiv","cursive",NA,NA,NA,0,1447,1465,"295","215","current",NA,"paper","codex","Germany","Mittelrhein",2
"1004","Paris, Bibliothèque Nationale de France, fr. 686","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1300,1400,"360","250","current",NA,"paper","codex",NA,NA,2
"1005","Paris, Bibliothèque Nationale de France, fr. 12581","Paris, Bibliothèque Nationale de France","textualis",NA,NA,NA,15,1284,1284,NA,NA,NA,38,"parchment","codex",NA,NA,2
"1006","Hamburg, Staats- und Universitätsbibliothek, germ. 12 [lost since WWII)","Hamburg, Staats- und Universitätsbibliothek",NA,NA,NA,NA,0,1722,1722,NA,NA,NA,NA,"paper","codex","Italy","North-Italy",NA
"1007","Zürich, Zentralbibliothek, Z XIV 13","Zürich, Zentralbibliothek","textualis",195,145,"original",0,1290,1310,"234","190","original",32,"parchment","fragment",NA,NA,2
"1008","Stockholm, Kungliga Biblioteket, D 4","Stockholm, Kungliga Biblioteket",NA,NA,NA,NA,0,1400,1450,NA,NA,NA,NA,NA,"codex","Sweden","Vadstena Cloisters",NA
"1009","New York, Pierpont Morgan Library, 805 - 807 (ex Henry Yates Thompson) [805]","New York, Pierpont Morgan Library","textualis",NA,NA,NA,110,1305,1325,"346","255","current",49,"parchment","codex","France","Amiens",3
"1010","Florence, Biblioteca Riccardiana, Ricc. 2283","Florence, Biblioteca Riccardiana",NA,NA,NA,NA,0,1440,1460,NA,NA,NA,NA,NA,"fragment",NA,NA,NA
"1011","Berlin, Staatsbibliothek, gall. quarto  48","Berlin, Staatsbibliothek",NA,NA,NA,NA,0,1275,1300,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1012","St Pölten, Stadtarchiv, [lost]","St Pölten, Stadtarchiv",NA,407,249,"original",0,1290,1310,"545","375","current",38,"parchment","fragment",NA,NA,2
"1013","Schwaz, Franziskanerkloster, Archiv, Lade 0","Schwaz, Franziskanerkloster",NA,102,65,"original",0,1300,1325,"150","110","current",20,"parchment","fragment",NA,NA,1
"1014","Munich, Staatsbibliothek, cgm. 5249 / 8c","Munich, Staatsbibliothek","cursive",NA,NA,NA,0,1450,1500,"95","142","original",NA,"paper","fragment","Germany","Regensburg",2
"1015","Vienna, Österreichische Nationalbibliothek, 3041 (=R 2260 = Hist. 14.F.1)","Vienna, Österreichische Nationalbibliothek","cursive",335,220,"original",1,1441,1441,"400","275","current",52,"paper","codex","Germany","South-Germany",2
"1016","Karlsruhe, Landesbibliothek, 141","Karlsruhe, Landesbibliothek",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,"paper","codex",NA,NA,2
"1017","Paris, Bibliothèque Nationale de France, fr. 333","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,36,1310,1330,"390","280","current",50,"parchment","codex","France","Paris",3
"1018","Erfurt, Augustinerkloster, fragm. IX","Erfurt, Augustinerkloster","cursive",NA,NA,NA,0,1455,1455,"215","150","current",NA,"paper","fragment",NA,NA,1
"1019","Oxford, Bodleian Library, Douce 124","Oxford, Bodleian Library",NA,NA,NA,NA,0,1790,1810,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1020","Vannes, Archives départementales du Morbihan, I","Vannes, Archives départementales du Morbihan",NA,NA,NA,NA,0,1300,1400,NA,NA,NA,51,"parchment","fragment",NA,NA,2
"1021","Vienna, Österreichische Nationalbibliothek, 2594","Vienna, Österreichische Nationalbibliothek","hybrida",NA,NA,NA,0,1400,1500,"297","222","current",34,"parchment","codex",NA,NA,2
"1022","Karlsruhe, Landesbibliothek, 142","Karlsruhe, Landesbibliothek",NA,NA,NA,NA,0,1400,1500,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"1023","Paris, Bibliothèque Nationale de France, fr. 334","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1325,1350,"383","305","current",NA,"parchment","codex","France","Paris",2
"1024","Erfurt, Domarchiv, Fragment 2","Erfurt, Domarchiv","textualis",210,128,"original",0,1240,1260,"250","170","original",48,"parchment","fragment",NA,NA,2
"1025","Oxford, Bodleian Library, Douce 236","Oxford, Bodleian Library","cursive",NA,NA,NA,0,1475,1500,"165","120","current",18,"parchment","codex","England","Dorset",1
"1026","Vatican, Biblioteca Apostolica Vaticana, Pal. Lat. 1964","Vatican, Biblioteca Apostolica Vaticana",NA,NA,NA,NA,0,1200,1300,NA,NA,NA,NA,NA,"codex",NA,NA,NA
"1027","Berlin, Staatsbibliothek, mgf 876","Berlin, Staatsbibliothek",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"paper","codex",NA,NA,NA
"1028","St Petersburg, National Library, Fr.Q.v.XV.1","St Petersburg, National Library",NA,190,120,"original",0,1290,1310,"250","160","original",40,"parchment","fragment",NA,NA,1
"1029","Schwerin, Wissenschaftliche Allgemeinbibliothek, -","Schwerin, Wissenschaftliche Allgemeinbibliothek","cursive",245,160,"original",0,1435,1440,"305","215","current",33,"paper","codex","Germany","North-Germany",2
"1030","Munich, Staatsbibliothek, cgm. 5249 / 8b","Munich, Staatsbibliothek","textualis",135,175,"original",0,1325,1350,"165","225","current",39,"parchment","fragment","Germany","Nordböhmen",2
"1031","Paris, Bibliothèque Nationale de France, fr. 12580","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1275,1280,"338","236","current",40,"parchment","codex",NA,NA,2
"1032","Hamburg, Staats- und Universitätsbibliothek, cod. hebr. 255","Hamburg, Staats- und Universitätsbibliothek",NA,NA,NA,NA,0,1500,1600,NA,NA,NA,NA,NA,NA,"Italy","North-Italy",NA
"1033","Zürich, Zentralbibliothek, Car. C 182","Zürich, Zentralbibliothek","textualis",260,170,"original",0,1275,1300,"340","235","current",46,"parchment","fragment","Germany","Zürich",3
"1034","Stams, Stiftsbibliothek, -","Stams, Stiftsbibliothek",NA,285,210,"original",0,1300,1350,"345","255","current",42,"parchment","fragment",NA,NA,3
"1035","New York, Pierpont Morgan Library, 207-208 [208]","New York, Pierpont Morgan Library","textualis",NA,NA,NA,17,1440,1460,"430","330","current",48,"parchment","codex",NA,NA,3
"1036","Florence, Biblioteca Riccardiana, Ricc. 2543","Florence, Biblioteca Riccardiana",NA,NA,NA,NA,0,1290,1310,NA,NA,NA,NA,"parchment","codex",NA,NA,NA
"1037","Chantilly, Musée Condé, 643 (ex 307)","Chantilly, Musée Condé",NA,NA,NA,NA,0,1270,1270,"495","335","current",59,"parchment","codex",NA,NA,2
"1038","London, British Library, Faustina B.VI","London, British Library","textualis",NA,NA,NA,0,1300,1325,NA,NA,NA,35,"parchment","codex",NA,NA,2
"1039","Modena, Biblioteca Estenze, E 42 alpha W.3.13","Modena, Biblioteca Estenze",NA,NA,NA,NA,0,1400,1425,"335","235","current",42,"paper","codex",NA,NA,2
"1040","Cologne, Private Collection,","Cologne, Private Collection","textualis",220,164,"original",0,1320,1325,"308","215","current",32,"parchment","fragment",NA,NA,2
"1041","Paris, Bibliothèque Nationale de France, fr. 12571","Paris, Bibliothèque Nationale de France",NA,NA,NA,NA,0,1290,1310,"200","300","current",44,"parchment","codex","Italy","Bologna",2
"1042","Paris, Bibliothèque de l'Ecole Nationale Supérieure des Beaux-Arts, n.s.","Paris, Bibliothèque de l'Ecole Nationale Supérieure des Beaux-Arts","textualis",NA,NA,NA,0,1250,1250,"268","186","current",33,"parchment","fragment","France","Burgundy",2
